Unidad Primaria de Muestreo,Vivienda seleccionada,Consecutivo del hogar en la vivienda,Consecutivo del residente habitual miembro del hogar,,Clave Llave única para cada migrante internacional delcalrado en el hogar en la base (UPM+VIV_SEL+HOGAR+N_REN),Clave única de identificación del hogar (UPM+VIV_SEL+ HOGAR),Clave única de identificación de la vivienda (UPM+VIV_SEL+HOGAR),Clave de Entidad Federativa de levantamiento de la información,Clave de tamaño de localidad,"P4.4 Cuando (NOMBRE) se fue la última vez, ¿vivía con ustedes?",P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?,P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?  (Otra entidad),P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?  (Otro país),P4.6 (NOMBRE) es hombre o mujer,P4.7 ¿Qué es (NOMBRE) de la jefa o jefe del hogar?,P4.7 ¿Qué es (NOMBRE) de la jefa o jefe del hogar? (Otro parentesco),"P4.8 La última vez que (NOMBRE) se fue, ¿cuántos años cumplidos tenía?","P4.9 La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía?","P4.9 La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía? (Otra entidad)",P4.10 ¿En qué mes y año se fue a vivir (NOMBRE) a otro país la última vez? (Mes),P4.10 ¿En qué mes y año se fue a vivir (NOMBRE) a otro país la última vez? (Año),P4.11 ¿A qué país se fue (NOMBRE) la última vez?,P4.11 ¿A qué país se fue (NOMBRE) la última vez? (Otro país),P4.12 ¿A qué estado de EUA llegó (NOMBRE) a vivir (la última vez)?,P4.12C ¿A qué estado de EUA llegó (NOMBRE) a vivir (la última vez)? (Otro estado),"P4.13 Cuando (NOMBRE) se fue la última vez, ¿qué tipo de documento llevaba?",P4.14 ¿Cuál fue el motivo principal por el que (NOMBRE) se fue la última vez?,P4.14A ¿Se fue a buscar trabajo? ¿Con trabajo?,,P4.15 ¿En qué país vive actualmente (NOMBRE)?,P4.15 ¿En qué país vive actualmente (NOMBRE)? (Otro país),P4.16 ¿En qué estado de EUA vive actualmente (NOMBRE)?,,"P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía?","P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía? (Otro estado)","P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía? (Otro país)",P4.18 ¿En qué mes y año regresó (NOMBRE) a vivir a la República Mexicana? (Mes),P4.18 ¿En qué mes y año regresó (NOMBRE) a vivir a la República Mexicana? (Año),P4.19 ¿Cuál fue el motivo principal por el que (NOMBRE) se regresó?,P4.19 ¿Cuál fue el motivo principal por el que (NOMBRE) se regresó? (Otro motivo),P4.20 (NOMBRE) actualmente forma parte de este hogar?,P4.20 Número de renglón en la lista de personas,Factor de expansión a nivel vivienda,"Tamaño de localidad, segunda agrupación","Tamaño de localidad, tercera agrupación",P4.8.AG1 Edad al emigrar ( grupos quinquenales),P4.8.AG2 Edad al emigrar por grandes grupos,Condición de tenencia de documento para ingresar a EUA,Condición de retorno a México,Duración de migración (en meses),Duración de migración (agrupado),Estrato sociodemográfico,Estrato de diseño muestral,Unidad Primaria de Muestreo
2602090,1,1,1,260209000000.0,,2602090011,260209001,Sonora,Localidad de 100 000 y más habitantes,Sí,En Estados Unidos de América,,,Hombre,Hija(o),,20,"Aquí, en este estado",,Noviembre,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Arizona,,Es ciudadano(a) estadounidense,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Arizona,ARIZONA,,,,,,,,,,236,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Con documento,No retornó,,,Medio alto,452,12228
1901595,3,1,1,190160000000.0,190160000000.0,1901595031,190159503,Nuevo León,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Nuevo León,,Mujer,Hija(o),,22,"Aquí, en este estado",,Enero,2018,Otro país,REINO UNIDO DE GRAN BRETAÑA E IRLANDA,,,,Estudiar,,,2,,,,Otro país,,REINO UNIDO DE GRAN BRETAÑA E IRLANDA,Julio,2018.0,Terminó estudios,,Sí,3.0,512,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,,Retornó,6.0,Menos de un año,Medio alto,329,8688
1901571,2,1,1,190157000000.0,190157000000.0,1901571021,190157102,Nuevo León,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Nuevo León,,Hombre,Esposa(o) o compañera(o),,28,"Aquí, en este estado",,Julio,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Nueva York,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,Otro estado,ESTADO DE EEUU NO ESPECIFICADO,,Diciembre,2016.0,Otro motivo,Vencimiento de autorización migratoria,Sí,2.0,508,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,Con documento,Retornó,5.0,Menos de un año,Alto,330,8685
601100,5,1,1,60110005101.0,60110005103.0,601100051,60110005,Colima,Localidad de 100 000 y más habitantes,Sí,En otro estado,Jalisco,,Mujer,Hija(o),,24,"Aquí, en este estado",,Enero,2018,Otro país,REPUBLICA DE COLOMBIA,,,,Estudiar,,,2,,,,Otro país,,REPUBLICA DE COLOMBIA,Julio,2018.0,Terminó estudios,,Sí,3.0,59,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,,Retornó,6.0,Menos de un año,Alto,96,3024
600177,4,1,1,60017704101.0,,600177041,60017704,Colima,Localidad de 100 000 y más habitantes,Sí,En Estados Unidos de América,,,Hombre,Jefa(e),,63,"Aquí, en este estado",,Agosto,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Es ciudadano(a) estadounidense,Otro motivo,,No sabe,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,56,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,60 a 64 años,60 y más años,Con documento,No retornó,,,Medio alto,95,2662
3202539,14,1,1,320254000000.0,320254000000.0,3202539141,320253914,Zacatecas,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Zacatecas,,Hombre,Hija(o),,29,"Aquí, en este estado",,Mayo,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Florida,,Otro documento,Buscar trabajo o trabajar,,,2,,,,Florida,,,Diciembre,2017.0,Le deportaron (regresaron),,Sí,3.0,165,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,Retornó,43.0,De 3 a 5 años,Medio bajo,605,15151
1860305,3,1,1,186031000000.0,,1860305031,186030503,Nayarit,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Nayarit,,Hombre,Esposa(o) o compañera(o),,19,"Aquí, en este estado",,Agosto,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,,,,,,,,,,129,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,15 a 19 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,326,8575
1514172,3,1,1,151417000000.0,,1514172031,151417203,Estado de México,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Estado de México,,Hombre,Otro,Hermana o hermano,50,"Aquí, en este estado",,Fecha de emigración no especificada,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,1402,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,50 a 54 años,30 a 59 años,Sin documento,No retornó,,,Medio bajo,254,7143
1661789,4,1,1,166179000000.0,,1661789041,166178904,Michoacán de Ocampo,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Mujer,Hija(o),,27,"Aquí, en este estado",,Agosto,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,COLORADO,Permiso para trabajar (green card),Reunirse con la familia,,,1,ESTADOS UNIDOS DE AMERICA,Florida,FLORIDA,,,,,,,,,,329,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Bajo,294,7715
800468,5,1,1,80046805101.0,,800468051,80046805,Chihuahua,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Chihuahua,,Hombre,Hija(o),,29,"Aquí, en este estado",,Mayo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,COLORADO,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,COLORADO,,,,,,,,,,317,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio alto,133,3489
205504,3,1,1,20550403101.0,,205504031,20550403,Baja California,Localidad de 100 000 y más habitantes,Sí,En otro estado,Hidalgo,,Mujer,Otro,Madre o padre,40,"Aquí, en este estado",,Enero,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Visa de turista,Buscar trabajo o trabajar,,,2,,,,California,,,Junio,2017.0,Reunirse con la familia,,No,,378,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,40 a 44 años,30 a 59 años,Con documento,Retornó,5.0,Menos de un año,Medio bajo,14,980
205504,3,1,2,20550403102.0,,205504031,20550403,Baja California,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Baja California,,Hombre,Otro,Hermana o hermano,18,"Aquí, en este estado",,Abril,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Visa de turista,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,378,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,15 a 19 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,14,980
2503567,4,1,1,250357000000.0,250357000000.0,2503567041,250356704,Sinaloa,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Sinaloa,,Mujer,Hija(o),,22,"Aquí, en este estado",,Enero,2014,Otro país,REPUBLICA DE COLOMBIA,,,,Estudiar,,,2,,,,Otro país,,REPUBLICA DE COLOMBIA,Julio,2014.0,Terminó estudios,,Sí,3.0,219,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,,Retornó,6.0,Menos de un año,Medio bajo,436,11886
903179,4,1,1,90317904101.0,,903179041,90317904,Ciudad de México,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Ciudad de México,,Hombre,Hija(o),,23,"Aquí, en este estado",,Marzo,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,,,,,,,,,,773,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Con documento,No retornó,,,Alto,153,4142
2503193,5,1,1,250319000000.0,,2503193051,250319305,Sinaloa,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Sinaloa,,Hombre,Esposa(o) o compañera(o),,37,"Aquí, en este estado",,Noviembre,2015,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,274,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,35 a 39 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,436,11843
2503193,5,1,2,250319000000.0,,2503193051,250319305,Sinaloa,Localidad de 100 000 y más habitantes,Sí,En Estados Unidos de América,,,Hombre,Hija(o),,17,"Aquí, en este estado",,Mayo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,274,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,15 a 19 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,436,11843
915226,2,1,1,91522602101.0,,915226021,91522602,Ciudad de México,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Ciudad de México,,Mujer,Otro,Cuñada o cuñado,30,"Aquí, en este estado",,Abril,2015,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Ningún documento,Otro motivo,,No sabe,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,873,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,Sin documento,No retornó,,,Medio bajo,151,4558
2200137,4,1,2,220014000000.0,220014000000.0,2200137041,220013704,Querétaro,Localidad de 100 000 y más habitantes,Sí,En otro estado,Estado de México,,Mujer,Esposa(o) o compañera(o),,28,"Aquí, en este estado",,Junio,2015,Otro país,REPUBLICA POPULAR CHINA,,,,Estudiar,,,2,,,,Otro país,,REPUBLICA POPULAR CHINA,Septiembre,2016.0,Terminó estudios,,Sí,2.0,160,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,,Retornó,15.0,De un año a 3 años,Medio alto,383,9943
2200137,4,1,1,220014000000.0,220014000000.0,2200137041,220013704,Querétaro,Localidad de 100 000 y más habitantes,Sí,En otro estado,Estado de México,,Hombre,Jefa(e),,34,"Aquí, en este estado",,Febrero,2014,Otro país,REPUBLICA POPULAR CHINA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,REPUBLICA POPULAR CHINA,Abril,2016.0,Otro motivo,Vencimiento de autorización migratoria,Sí,1.0,160,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,,Retornó,26.0,De un año a 3 años,Medio alto,383,9943
3202335,19,1,1,320234000000.0,,3202335191,320233519,Zacatecas,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Zacatecas,,Hombre,Esposa(o) o compañera(o),,27,"Aquí, en este estado",,Agosto,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,,,,,,,,,,147,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,605,15145
912769,2,1,1,91276902101.0,,912769021,91276902,Ciudad de México,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Ciudad de México,,Mujer,Hija(o),,21,"Aquí, en este estado",,Julio,2018,Otro país,REINO UNIDO DE GRAN BRETAÑA E IRLANDA,,,,Estudiar,,,3,REINO UNIDO DE GRAN BRETAÑA E IRLANDA,,,,,,,,,,,,867,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,,No retornó,,,Alto,153,4465
1800749,1,1,1,180075000000.0,,1800749011,180074901,Nayarit,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Nayarit,,Mujer,Hija(o),,26,"Aquí, en este estado",,Fecha de emigración no especificada,9999,Otro país,REPUBLICA FEDERAL DE ALEMANIA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,REPUBLICA FEDERAL DE ALEMANIA,No sabe,2014.0,Otro motivo,Estudiar o trabajar en México,No,,187,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,,Retornó,99.0,No especificado,Alto,318,8402
1800749,1,1,2,180075000000.0,,1800749011,180074901,Nayarit,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Nayarit,,Hombre,Hija(o),,17,"Aquí, en este estado",,Fecha de emigración no especificada,2013,Otro país,REINO DE BELGICA,,,,Estudiar,,,2,,,,Otro país,,REINO DE BELGICA,No sabe,2014.0,Terminó estudios,,No,,187,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,15 a 19 años,18 a 29 años,,Retornó,1.0,,Alto,318,8402
206948,9,1,2,20694809102.0,,206948091,20694809,Baja California,Localidad de 15 000 a 99 999 habitantes,Sí,En otro estado,Estado de México,,Mujer,Otro,Madre o padre,54,"Aquí, en este estado",,Fecha de emigración no especificada,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Es ciudadano(a) estadounidense,Reunirse con la familia,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,366,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,50 a 54 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,30,1107
2800996,5,1,2,280100000000.0,280100000000.0,2800996051,280099605,Tamaulipas,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Tamaulipas,,Hombre,Hija(o),,7,"Aquí, en este estado",,Diciembre,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Reunirse con la familia,,,2,,,,Texas,,,Enero,2018.0,Reunirse con la familia,,Sí,4.0,318,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,05 a 09 años,00 a 17 años,Sin documento,Retornó,13.0,De un año a 3 años,Alto,495,12971
2800996,5,1,1,280100000000.0,280100000000.0,2800996051,280099605,Tamaulipas,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Tamaulipas,,Hombre,Hija(o),,7,"Aquí, en este estado",,Diciembre,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Reunirse con la familia,,,2,,,,Texas,,,Enero,2018.0,Reunirse con la familia,,Sí,3.0,318,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,05 a 09 años,00 a 17 años,Sin documento,Retornó,13.0,De un año a 3 años,Alto,495,12971
2804625,1,1,1,280463000000.0,,2804625011,280462501,Tamaulipas,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Tamaulipas,,Hombre,Otro,Hermana o hermano,26,"Aquí, en este estado",,Junio,2017,Otro país,REPUBLICA FEDERATIVA DE BRASIL,,,,Reunirse con la familia,,,3,REPUBLICA FEDERATIVA DE BRASIL,,,,,,,,,,,,307,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,,No retornó,,,Medio alto,501,13235
1900001,4,1,1,190000000000.0,,1900001041,190000104,Nuevo León,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Nuevo León,,Hombre,Esposa(o) o compañera(o),,25,"Aquí, en este estado",,Fecha de emigración no especificada,2017,Otro país,REPUBLICA ITALIANA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,REPUBLICA ITALIANA,No sabe,2017.0,Falta de trabajo,,No,,451,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,,Retornó,1.0,,Medio alto,329,8595
1860368,7,1,1,186037000000.0,,1860368071,186036807,Nayarit,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Nayarit,,Hombre,Esposa(o) o compañera(o),,50,"Aquí, en este estado",,Junio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,KENTUCKY,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,KENTUCKY,,,,,,,,,,129,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,50 a 54 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,326,8583
860087,10,1,1,86008710101.0,86008710102.0,860087101,86008710,Chihuahua,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Chihuahua,,Mujer,Esposa(o) o compañera(o),,36,"Aquí, en este estado",,Enero,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Otro motivo,,No sabe,2,,,,Texas,,,Mayo,2014.0,Le deportaron (regresaron),,Sí,2.0,378,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,35 a 39 años,30 a 59 años,Sin documento,Retornó,4.0,Menos de un año,Medio bajo,149,3991
860087,10,1,2,86008710102.0,86008710103.0,860087101,86008710,Chihuahua,Localidad menor de 2 500 habitantes,Sí,En Estados Unidos de América,,,Mujer,Hija(o),,8,"Aquí, en este estado",,Enero,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Es ciudadano(a) estadounidense,Reunirse con la familia,,,2,,,,Texas,,,Mayo,2014.0,Reunirse con la familia,,Sí,3.0,378,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,05 a 09 años,00 a 17 años,Con documento,Retornó,4.0,Menos de un año,Medio bajo,149,3991
860087,10,1,3,86008710103.0,86008710104.0,860087101,86008710,Chihuahua,Localidad menor de 2 500 habitantes,Sí,En Estados Unidos de América,,,Mujer,Hija(o),,6,"Aquí, en este estado",,Enero,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Es ciudadano(a) estadounidense,Otro motivo,,No sabe,2,,,,Texas,,,Mayo,2014.0,Reunirse con la familia,,Sí,4.0,378,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,05 a 09 años,00 a 17 años,Con documento,Retornó,4.0,Menos de un año,Medio bajo,149,3991
1000915,1,1,1,100092000000.0,,1000915011,100091501,Durango,Localidad de 100 000 y más habitantes,Sí,En Estados Unidos de América,,,Mujer,Hija(o),,30,"Aquí, en este estado",,Julio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,NEVADA,Es ciudadano(a) estadounidense,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,NEVADA,,,,,,,,,,210,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,159,4949
1801056,15,1,2,180106000000.0,,1801056151,180105615,Nayarit,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Nayarit,,Mujer,Hija(o),,11,"Aquí, en este estado",,Diciembre,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,IDAHO,Permiso para residir,Estudiar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,IDAHO,,,,,,,,,,156,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,10 a 14 años,00 a 17 años,Con documento,No retornó,,,Medio bajo,321,8461
1801056,15,1,1,180106000000.0,,1801056151,180105615,Nayarit,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Nayarit,,Hombre,Esposa(o) o compañera(o),,31,"Aquí, en este estado",,Diciembre,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,IDAHO,Permiso para residir,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,IDAHO,,,,,,,,,,156,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,321,8461
1702541,1,1,1,170254000000.0,,1702541011,170254101,Morelos,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Morelos,,Mujer,Esposa(o) o compañera(o),,46,"Aquí, en este estado",,Julio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,PENNSYLVANIA,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,PENNSYLVANIA,,,,,,,,,,138,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,45 a 49 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,309,8109
600339,1,1,1,60033901101.0,,600339011,60033901,Colima,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Colima,,Hombre,Hija(o),,18,"Aquí, en este estado",,Agosto,2015,Otro país,REPUBLICA DE CUBA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,PAIS NO ESPECIFICADO,Marzo,2017.0,Reunirse con la familia,,No,,61,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,15 a 19 años,18 a 29 años,,Retornó,19.0,De un año a 3 años,Medio bajo,94,2730
502953,5,1,1,50295305101.0,50295305103.0,502953051,50295305,Coahuila de Zaragoza,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Coahuila de Zaragoza,,Hombre,Hija(o),,23,"Aquí, en este estado",,Enero,2016,Otro país,CANADA,,,,Estudiar,,,2,,,,Otro país,,CANADA,Junio,2016.0,Terminó estudios,,Sí,3.0,297,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,,Retornó,5.0,Menos de un año,Medio bajo,65,2287
1661263,14,1,1,166126000000.0,,1661263141,166126314,Michoacán de Ocampo,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Mujer,Otro,Hermana o hermano,44,"Aquí, en este estado",,Julio,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Florida,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Florida,FLORIDA,,,,,,,,,,366,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,40 a 44 años,30 a 59 años,Sin documento,No retornó,,,Bajo,294,7696
3060322,2,1,1,306032000000.0,,3060322021,306032202,Veracruz de Ignacio de la Llave,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Veracruz de Ignacio de la Llave,,Hombre,Jefa(e),,51,"Aquí, en este estado",,Mayo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,699,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,50 a 54 años,30 a 59 años,Con documento,No retornó,,,Bajo,579,14336
1001263,1,1,2,100126000000.0,,1001263011,100126301,Durango,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Durango,,Mujer,Nieta(o),,13,"Aquí, en este estado",,Julio,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,GEORGIA,Permiso para residir,Reunirse con la familia,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,GEORGIA,,,,,,,,,,136,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,10 a 14 años,00 a 17 años,Con documento,No retornó,,,Medio bajo,159,5011
